symbol,close,rs,rs_ma,rs_slope,price_sma20,price_wma200,score,total_active,tier,conditions,run_date,data_flag,is_clean,rs_rank,grade,sector
NOIDATOLL,3.74,-0.2096,-0.5626,0.1705,4.22,7.55,4,7,Tier 2,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
AKG,13.29,-0.2109,-0.3248,0.1048,12.98,18.44,3,7,Watchlist,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
KRIDHANINF,3.41,-0.2218,-0.2541,0.1,3.81,4.01,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
CYBERMEDIA,14.52,-0.2223,-0.3806,0.1804,16.56,20.42,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Pharma
NEXTMEDIA,5.69,-0.2226,-0.2654,0.058,6.06,6.66,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Pharma
VIJIFIN,2.1,-0.2267,-0.1886,0.0409,2.67,2.53,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Finance
AXITA,8.23,-0.2279,-0.2109,-0.0496,9.02,,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
LYPSAGEMS,5.22,-0.2318,-0.3096,0.0953,5.28,6.38,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
DIGISPICE,18.99,-0.2347,-0.2279,0.0478,23.19,26.66,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
SVPGLOB,2.89,-0.237,-0.2782,-0.0461,3.83,6.86,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
ENERGYDEV,16.62,-0.2378,-0.282,0.0851,19.26,21.34,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Power
CEREBRAINT,4.67,-0.2411,-0.2823,0.1725,6.89,8.57,3,7,Watchlist,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
KELLTONTEC,19.17,-0.2424,-0.393,0.3136,18.84,22.17,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
MOTISONS,15.51,-0.2426,-0.4517,0.3032,15.31,,3,7,Watchlist,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
ARCHIES,15.82,-0.2434,-0.3067,0.057,18.12,22.91,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
ZENITHSTL,5.68,-0.2456,-0.2012,0.1003,7.08,7.4,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
NILAINFRA,8.07,-0.2474,-0.2845,0.0662,9.27,10.13,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Infrastructure
PCJEWELLER,9.92,-0.2474,-0.3382,0.0575,10.6,10.05,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
SALASAR,7.91,-0.2492,-0.4071,0.1835,8.97,12.08,4,7,Tier 2,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
BALKRISHNA,16.82,-0.2553,-0.2167,0.064,19.53,22.05,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
BAJAJHIND,16.16,-0.2553,-0.4121,0.2298,18.74,25.19,3,7,Watchlist,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
ASHOKAMET,15.22,-0.2555,-0.3673,0.1239,15.54,,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
PREMIER,2.99,-0.2628,-0.2276,-0.0197,3.12,3.48,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
IVC,7.33,-0.2654,-0.2698,0.0055,7.78,8.54,3,7,Watchlist,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
INFOMEDIA,5.11,-0.2693,-0.1371,-0.0115,6.46,6.41,0,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,IT
NDL,2.67,-0.2727,-0.4117,0.1388,3.02,3.62,3,7,Watchlist,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
ORTEL,1.51,-0.2762,-0.2855,0.0375,1.53,1.58,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
SADBHAV,10.7,-0.2771,-0.6131,0.4053,9.98,17.95,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
DAVANGERE,4.07,-0.28,-0.3542,-0.003,4.03,,4,7,Tier 2,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
WINSOME,1.71,-0.2843,-0.4628,0.1903,1.84,2.4,3,7,Watchlist,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
SYNCOMF,12.79,-0.2846,-0.2994,0.0946,14.6,,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
RKDL,19.09,-0.285,-0.194,0.0913,23.38,24.78,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
SIL,15.15,-0.2858,-0.4014,0.1842,15.94,21.21,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
AVONMORE,14.6,-0.2858,-0.1314,0.0914,16.94,,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
VINNY,1.07,-0.2883,-0.348,0.0648,1.22,2.72,3,7,Watchlist,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
VIRINCHI,19.71,-0.2885,-0.2509,0.1491,23.27,,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
TTL,9.65,-0.2897,-0.4218,0.2296,8.98,11.15,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
GTL,7.03,-0.292,-0.3661,0.1279,8.08,9.86,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
UNITECH,5.12,-0.2926,-0.409,0.218,5.88,7.24,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,IT
VARDMNPOLY,8.44,-0.2928,-0.4379,0.2799,6.89,8.54,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
GREENPOWER,9.87,-0.2931,-0.3383,0.1261,11.8,15.11,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Power
TGBHOTELS,9.24,-0.2934,-0.3344,0.0671,10.15,12.47,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
URJA,9.26,-0.2938,-0.3694,0.1252,11.29,14.83,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
GOYALALUM,6.87,-0.2957,-0.2971,-0.0782,7.24,,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Metals
RANASUG,11.1,-0.2971,-0.3613,0.1259,12.6,18.5,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
ACEINTEG,18.14,-0.2979,-0.3264,0.0343,21.53,30.16,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
ORIENTPPR,18.7,-0.2987,-0.4033,0.1197,22.58,35.15,3,7,Watchlist,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
COMPUSOFT,14.23,-0.3028,-0.4215,0.1545,16.29,22.65,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,IT
HATHWAY,10.72,-0.3042,-0.3086,0.072,12.32,16.49,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
LIBAS,10.04,-0.3075,-0.35,0.0628,11.03,14.78,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
ANKITMETAL,1.66,-0.3086,-0.5386,0.2809,1.74,3.14,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
ANTGRAPHIC,0.87,-0.3088,-0.3618,0.0598,0.98,1.2,3,7,Watchlist,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
EQUIPPP,17.9,-0.3091,-0.2515,-0.0811,19.56,24.55,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
RADAAN,3.12,-0.3118,-0.3553,0.0784,3.3,3.15,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
SHYAMTEL,9.81,-0.3212,-0.4362,0.0903,11.9,13.38,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
PENINLAND,18.25,-0.323,-0.426,0.2032,26.01,37.18,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
DPSCLTD,9.36,-0.324,-0.4162,0.1549,10.24,14.39,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
MGEL,11.03,-0.3253,-0.0044,-0.1703,13.59,12.87,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
LPDC,6.08,-0.326,-0.3251,0.0054,7.08,8.33,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
FEL,0.43,-0.3292,-0.3761,-0.0017,0.45,0.71,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
BGLOBAL,2.96,-0.3299,-0.1205,0.0631,3.66,3.35,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
HAVISHA,1.55,-0.335,-0.3041,0.0277,1.84,2.17,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
BOHRAIND,19.39,-0.3353,-0.0283,-0.0536,19.03,32.86,0,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
DRCSYSTEMS,15.26,-0.336,-0.3813,0.1603,17.39,19.94,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
SAKHTISUG,16.02,-0.3392,-0.4196,0.0919,18.75,26.74,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
DCMFINSERV,4.38,-0.3395,-0.3252,0.0879,5.07,5.87,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Finance
KSHITIJPOL,2.71,-0.3413,-0.4883,0.1748,2.55,6.1,4,7,Tier 2,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
BTML,7.22,-0.3417,-0.3173,0.0024,8.18,11.48,3,7,Watchlist,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': True}",2026-03-03,PENNY_STOCK,False,,?,Other
KRITIKA,6.1,-0.3498,-0.3992,0.0388,7.34,10.63,3,7,Watchlist,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
ALMONDZ,16.12,-0.3525,-0.4713,0.2296,16.67,20.66,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
GENUSPAPER,12.82,-0.3537,-0.3919,0.087,13.78,18.72,1,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
SUNDARAM,1.51,-0.3554,-0.3512,0.0109,1.74,2.4,2,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
LCCINFOTEC,4.7,-0.3568,-0.5198,0.1201,4.69,4.87,4,7,Tier 2,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': True, 'C3_RS_MA_Rising': True, 'C4_Price_Above_SMA': True, 'C5_Above_WMA200': False, 'C10_Min_Volume': True, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,IT
GVPTECH,6.98,-0.3579,-0.2727,-0.0875,8.7,12.05,0,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,IT
RAJVIR,7.65,-0.3602,-0.0993,-0.2003,8.75,8.08,0,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
KHANDSE,17.05,-0.3609,-0.308,-0.0008,20.79,25.99,0,7,Filtered,"{'C1_RS_Positive': False, 'C2_RS_Slope_Positive': False, 'C3_RS_MA_Rising': False, 'C4_Price_Above_SMA': False, 'C5_Above_WMA200': False, 'C10_Min_Volume': False, 'C11_Near_52w_High': False}",2026-03-03,PENNY_STOCK,False,,?,Other
